date,url,title,category,text_preprocessing
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969992/menkes-taiwan-beri-contoh-cara-disinfeksi-masker-pakai-penanak-nasi,Menkes Taiwan Beri Contoh Cara Disinfeksi Masker Pakai Penanak Nasi,health,menkes taiwan contoh disinfeksi masker pakai tanak nasi
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969943/bertambah-2-total-8-perawat-ri-gugur-di-garis-depan-pandemi-corona,"Bertambah 2, Total 8 Perawat RI Gugur di Garis Depan Pandemi Corona",health,tambah total awat gugur garis pandemi corona
2020-08-04 00:00:00,https://health.detik.com/fotohealth/d-4969827/yuk-mengenal-perbedaan-rapid-test-dan-swab-test-corona,"Yuk, Mengenal Perbedaan Rapid Test dan Swab Test Corona",health,yuk kenal beda rapid test swab test corona
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969849/sudah-240-meninggal-tingkat-kematian-corona-ri-bertahan-di-8-persen,"Sudah 240 Meninggal, Tingkat Kematian Corona RI Bertahan di 8 Persen",health,tinggal tingkat mati corona tahan persen
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969837/dirumahaja-ini-cara-memilih-ikan-sarden-yang-baik-dikonsumsi,"#DiRumahAja, Ini Cara Memilih Ikan Sarden yang Baik Dikonsumsi",health,dirumahaja pilih ikan sarden konsumsi
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969814/sebaran-218-kasus-baru-positif-corona-di-indonesia-8-april,Sebaran 218 Kasus Baru Positif Corona di Indonesia 8 April,health,sebar positif corona indonesia april
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969788/sebaran-pasien-virus-corona-di-indonesia-222-sembuh-240-meninggal,"Sebaran Pasien Virus Corona di Indonesia, 222 Sembuh, 240 Meninggal",health,sebar pasien virus corona indonesia sembuh tinggal
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969780/update-corona-di-indonesia-8-april-2956-positif-222-sembuh-240-meninggal,"Update Corona di Indonesia 8 April: 2.956 Positif, 222 Sembuh, 240 Meninggal",health,update corona indonesia april positif sembuh tinggal
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969734/viral-apd-dibuang-di-selokan-begini-proses-pemusnahan-limbah-medis,"Viral APD Dibuang di Selokan, Begini Proses Pemusnahan Limbah Medis",health,viral apd buang selokan proses musnah limbah medis
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969664/pernah-dipakai-untuk-tb-ilmuwan-uji-vaksin-bcg-pada-virus-corona,"Pernah Dipakai untuk TB, Ilmuwan Uji Vaksin BCG pada Virus Corona",health,pakai ilmuwan uji vaksin bcg virus corona
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969620/viral-cerita-miris-dokter-yang-lihat-pdp-keluyuran-tak-isolasi-mandiri,Viral! Cerita Miris Dokter yang Lihat PDP Keluyuran Tak Isolasi Mandiri,health,viral cerita miris dokter lihat pdp keluyur isolasi mandiri
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969583/positif-corona-kakek-nenek-ini-meninggal-sambil-berpegangan-tangan,"Positif Corona, Kakek-Nenek Ini Meninggal Sambil Berpegangan Tangan",health,positif corona kakek nenek tinggal gang tangan
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969540/bisakah-virus-corona-bertahan-di-dalam-kulkas,Bisakah Virus Corona Bertahan di Dalam Kulkas?,health,virus corona tahan kulkas
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969462/maskot-bpjs-kesehatan-bang-jakes-ingatkan-jarak-aman-antre-layanan,Maskot BPJS Kesehatan Bang Jakes Ingatkan Jarak Aman Antre Layanan,health,maskot bpjs sehat bang jakes ingat jarak aman antre layan
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969443/korea-selatan-pertimbangkan-gelang-listrik-untuk-pasien-isolasi-diri,Korea Selatan Pertimbangkan Gelang Listrik untuk Pasien Isolasi Diri,health,korea selatan timbang gelang listrik pasien isolasi
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969377/wanita-ini-tertular-corona-dari-anaknya-yang-tak-jalani-karantina-rumah,Wanita Ini Tertular Corona dari Anaknya yang Tak Jalani Karantina Rumah,health,wanita tular corona anak jalan karantina rumah
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969270/kenali-10-gejala-infeksi-virus-corona-yang-kerap-ditemui,Kenali 10 Gejala Infeksi Virus Corona yang Kerap Ditemui,health,kenal gejala infeksi virus corona kerap temu
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969210/studi-tingkat-kematian-akibat-corona-lebih-tinggi-di-negara-berpolusi-tinggi,Studi: Tingkat Kematian Akibat Corona Lebih Tinggi di Negara Berpolusi Tinggi,health,studi tingkat mati akibat corona negara polusi
2020-08-04 00:00:00,https://health.detik.com/kebugaran/d-4969135/paris-larang-jogging-di-luar-rumah-denda-rp-2-juta-bagi-yang-melanggar,"Paris Larang Jogging di Luar Rumah, Denda Rp 2 Juta Bagi yang Melanggar",health,paris larang jogging rumah denda juta langgar
2020-08-04 00:00:00,https://health.detik.com/detiktv/d-4969134/dinilai-terbaik-tangani-corona-apa-yang-bisa-dipelajari-dari-taiwan,"Dinilai Terbaik Tangani Corona, Apa yang Bisa Dipelajari dari Taiwan?",health,nilai baik tangan corona ajar taiwan
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969126/kisah-pria-batam-jadi-relawan-penyemprot-disinfektan,Kisah Pria Batam Jadi Relawan Penyemprot Disinfektan,health,kisah pria batam rawan semprot disinfektan
2020-08-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4969059/5-keluhan-yang-muncul-akibat-kelamaan-work-from-home,5 Keluhan yang Muncul Akibat Kelamaan Work from Home,health,keluh muncul akibat work from home
2020-08-04 00:00:00,https://health.detik.com/sexual-health/d-4969048/ingin-bisa-tahan-lama-ini-tips-mengatasi-ejakulasi-dini,Ingin Bisa Tahan Lama? Ini Tips Mengatasi Ejakulasi Dini,health,tahan tips atas ejakulasi
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964580/penyakit-darah-kenali-jenis-dan-penyebabnya,"Penyakit Darah, Kenali Jenis dan Penyebabnya",health,sakit darah kenal jenis sebab
2020-03-04 00:00:00,https://health.detik.com/sexual-health/d-4964563/penasaran-ini-reaksi-yang-akan-terjadi-pada-tubuh-saat-mencapai-orgasme,Penasaran? Ini Reaksi yang Akan Terjadi Pada Tubuh Saat Mencapai Orgasme,health,penasaran reaksi tubuh capai orgasme
2020-03-04 00:00:00,https://health.detik.com/sexual-health/d-4964531/4-jenis-penyakit-yang-bisa-ditularkan-lewat-ciuman-herpes-salah-satunya,"4 Jenis Penyakit yang Bisa Ditularkan Lewat Ciuman, Herpes Salah Satunya",health,jenis sakit tular cium herpes salah satu
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964502/ciri-infeksi-corona-tanpa-gejala-yang-tak-diketahui,Ciri Infeksi Corona Tanpa Gejala yang Tak Diketahui,health,ciri infeksi corona gejala
2020-03-04 00:00:00,https://health.detik.com/sexual-health/d-4964474/trik-panaskan-gairah-seks-malam-ini-dengan-pakai-penutup-mata,Trik Panaskan Gairah Seks Malam Ini dengan Pakai Penutup Mata,health,trik panas gairah seks malam pakai tutup mata
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964412/pria-39-tahun-di-as-meninggal-akibat-corona-tanpa-riwayat-penyakit-penyerta,Pria 39 Tahun di AS Meninggal Akibat Corona Tanpa Riwayat Penyakit Penyerta,health,pria tinggal akibat corona riwayat sakit serta
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964333/pemerintah-tetapkan-psbb-darurat-corona-ini-bedanya-dengan-karantina-wilayah,"Pemerintah Tetapkan PSBB Darurat Corona, Ini Bedanya dengan Karantina Wilayah",health,perintah tetap psbb darurat corona beda karantina wilayah
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964261/181-pasien-corona-ri-meninggal-ventilator-dan-alat-cuci-darah-tak-memadai,"181 Pasien Corona RI Meninggal, Ventilator dan Alat Cuci Darah Tak Memadai",health,pasien corona tinggal ventilator alat cuci darah pada
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964199/waspada-corona-jangan-lupakan-ancaman-dbd-di-musim-pancaroba,"Waspada Corona, Jangan Lupakan Ancaman DBD di Musim Pancaroba",health,waspada corona lupa ancam dbd musim pancaroba
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964173/181-meninggal-tingkat-kematian-virus-corona-di-indonesia-911-persen,"181 Meninggal, Tingkat Kematian Virus Corona di Indonesia 9,11 Persen",health,tinggal tingkat mati virus corona indonesia persen
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964167/guru-besar-ui-kalau-kerja-keras-seperti-china-corona-ri-teratasi-juli,"Guru Besar UI: Kalau Kerja Keras Seperti China, Corona RI Teratasi Juli",health,guru kerja keras china corona atas juli
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964103/sebaran-196-kasus-baru-positif-corona-di-indonesia-3-april,Sebaran 196 Kasus Baru Positif Corona di Indonesia 3 April,health,sebar positif corona indonesia april
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964096/total-pasien-corona-indonesia-181-meninggal-134-sembuh-ini-sebarannya,"Total Pasien Corona Indonesia 181 Meninggal, 134 Sembuh, Ini Sebarannya",health,total pasien corona indonesia tinggal sembuh sebar
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964073/update-corona-di-indonesia-3-april-1986-positif134-sembuh181-meninggal,"Update Corona di Indonesia 3 April: 1.986 Positif,Â 134 Sembuh,Â 181 Meninggal",health,update corona indonesia april positif sembuh tinggal
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4964031/ada-3-tingkatan-apd-bagi-tenaga-kesehatan-begini-aturannya,"Ada 3 Tingkatan APD Bagi Tenaga Kesehatan, Begini Aturannya",health,tingkat apd tenaga sehat atur
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963999/pekerja-seks-lampu-merah-di-jepang-dituding-sebarkan-virus-corona,Pekerja Seks 'Lampu Merah' di Jepang Dituding Sebarkan Virus Corona,health,kerja seks lampu merah jepang tuding sebar virus corona
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963994/ilmuwan-ini-sebut-physical-distancing-1-meter-masih-terlalu-dekat,Ilmuwan Ini Sebut 'Physical Distancing' 1 Meter Masih Terlalu Dekat,health,ilmuwan physical distancing meter
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963957/ilmuwan-china-perkirakan-virus-corona-bisa-terkendali-akhir-april,Ilmuwan China Perkirakan Virus Corona Bisa Terkendali Akhir April,health,ilmuwan china kira virus corona kendali april
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963932/idi-sayangkan-tudingan-soal-tenaga-medis-sumber-penularan-corona,IDI Sayangkan Tudingan Soal Tenaga Medis Sumber Penularan Corona,health,idi sayang tuding tenaga medis sumber tular corona
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963898/wajah-perawat-ini-digigit-pasien-yang-ingin-kabur-dari-ruang-isolasi,Wajah Perawat Ini Digigit Pasien yang Ingin Kabur dari Ruang Isolasi,health,wajah awat gigit pasien kabur ruang isolasi
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963873/bikin-ngilu-wanita-ini-rekam-dirinya-sedang-tes-swab-corona,Bikin Ngilu! Wanita Ini Rekam Dirinya Sedang Tes Swab Corona,health,bikin ngilu wanita rekam tes swab corona
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963830/3-provinsi-di-indonesia-ini-paling-rentan-penularan-virus-corona,3 Provinsi di Indonesia Ini Paling Rentan Penularan Virus Corona,health,provinsi indonesia rentan tular virus corona
2020-03-04 00:00:00,https://health.detik.com/kebugaran/d-4963806/pamer-olahraga-saat-karantina-eks-bintang-playboy-ini-bikin-salah-fokus,"Pamer Olahraga Saat Karantina, Eks Bintang Playboy Ini Bikin Salah Fokus",health,pamer olahraga karantina eks bintang playboy bikin salah fokus
2020-03-04 00:00:00,https://health.detik.com/detiktv/d-4963770/viral-wanita-as-bagikan-pengalaman-saat-tes-corona-covid-19,Viral Wanita AS Bagikan Pengalaman Saat Tes Corona COVID-19,health,viral wanita bagi alam tes corona covid
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963768/berjemur-bisa-mematikan-virus-corona-saran-idi-jangan-terlalu-yakin,"Berjemur Bisa Mematikan Virus Corona? Saran IDI, Jangan Terlalu Yakin",health,jemur mati virus corona saran idi
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963725/antisipasi-corona-gelombang-kedua-lebih-dari-1-juta-warga-china-dilockdown,"Antisipasi Corona Gelombang Kedua, Lebih dari 1 Juta Warga China 'Dilockdown'",health,antisipasi corona gelombang juta warga china dilockdown
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963643/amerika-serikat-dituding-bajak-60-juta-masker-medis-pesanan-prancis,Amerika Serikat Dituding 'Bajak' 60 Juta Masker Medis Pesanan Prancis,health,amerika serikat tuding bajak juta masker medis pesan prancis
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963041/pandemi-corona-di-indonesia-lawan-dengan-daya-tahan-tubuh-kuat,"Pandemi Corona di Indonesia, Lawan dengan Daya Tahan Tubuh Kuat",health,pandemi corona indonesia lawan daya tahan tubuh kuat
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963582/kilas-balik-pandemi-corona-dari-kasus-pertama-hingga-tembus-sejuta,Kilas Balik Pandemi Corona dari Kasus Pertama hingga Tembus Sejuta,health,kilas pandemi corona tembus juta
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963553/yakin-mau-berjemur-di-atas-jam-10-coba-cek-uv-index-di-ramalan-cuaca,Yakin Mau Berjemur di Atas Jam 10? Coba Cek UV Index di Ramalan Cuaca,health,jemur jam coba cek index ramal cuaca
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963544/disebut-para-ilmuwan-apakah-vaksin-tbc-bisa-bantu-lawan-virus-corona,"Disebut Para Ilmuwan, Apakah Vaksin TBC Bisa Bantu Lawan Virus Corona?",health,ilmuwan vaksin tbc bantu lawan virus corona
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963510/berapa-lama-gejala-virus-corona-akan-muncul-sejak-terinfeksi,Berapa Lama Gejala Virus Corona Akan Muncul Sejak Terinfeksi?,health,gejala virus corona muncul infeksi
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963478/terinfeksi-virus-corona-perawat-ini-tetap-bekerja-karena-takut-dipecat,"Terinfeksi Virus Corona, Perawat Ini Tetap Bekerja Karena Takut Dipecat",health,infeksi virus corona awat takut pecat
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963467/kasus-positif-virus-corona-tembus-sejuta-kematian-lebih-dari-53-ribu,"Kasus Positif Virus Corona Tembus Sejuta, Kematian Lebih dari 53 Ribu",health,positif virus corona tembus juta mati ribu
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963446/pasien-corona-tembus-sejuta-5-negara-ini-catatkan-jumlah-kasus-terbanyak,"Pasien Corona Tembus Sejuta, 5 Negara Ini Catatkan Jumlah Kasus Terbanyak",health,pasien corona tembus juta negara catat
2020-03-04 00:00:00,https://health.detik.com/fotohealth/d-4963400/ciri-corona-dari-hari-ke-hari,Ciri Corona dari Hari ke Hari,health,ciri corona
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963391/hamil-di-tengah-pandemi-corona-harus-bagaimana-ini-panduan-who,"Hamil di Tengah Pandemi Corona, Harus Bagaimana? Ini Panduan WHO",health,hamil pandemi corona pandu who
2020-03-04 00:00:00,https://health.detik.com/infografis/d-4963386/3-jenis-tes-corona-di-indonesia-perbedaan-dan-plus-minusnya,"3 Jenis Tes Corona di Indonesia, Perbedaan dan Plus-minusnya",health,jenis tes corona indonesia beda plus minus
2020-03-04 00:00:00,https://health.detik.com/berita-detikhealth/d-4963383/sebagian-pasien-corona-dilaporkan-mengalami-gejala-penyakit-saraf,Sebagian Pasien Corona Dilaporkan Mengalami Gejala Penyakit Saraf,health,pasien corona lapor alami gejala sakit saraf
04/27/2020,https://health.detik.com/sexual-health/d-4993483/ternyata-ini-alasan-rambut-kemaluan-tumbuh-lebat-dan-keriting,Ternyata Ini Alasan Rambut Kemaluan Tumbuh Lebat dan Keriting,health,alas rambut malu tumbuh lebat keriting
04/27/2020,https://health.detik.com/sexual-health/d-4993479/bisakah-seseorang-tertular-virus-corona-saat-berhubungan-seksual,Bisakah Seseorang Tertular Virus Corona Saat Berhubungan Seksual?,health,tular virus corona hubung seksual
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993475/disebut-bisa-obati-corona-ini-proses-donor-plasma-darah-dari-pasien-sembuh,"Disebut Bisa Obati Corona, Ini Proses Donor Plasma Darah dari Pasien Sembuh",health,obat corona proses donor plasma darah pasien sembuh
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993423/pria-india-nekat-potong-lidah-karena-dianggap-bisa-cegah-corona,Pria India Nekat Potong Lidah karena Dianggap Bisa Cegah Corona,health,pria india nekat potong lidah anggap cegah corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993368/virus-corona-diketahui-bisa-serang-organ-tubuh-lain-selain-paru-paru,Virus Corona Diketahui Bisa Serang Organ Tubuh Lain Selain Paru-paru,health,virus corona serang organ tubuh paru paru
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993333/sumbang-plasma-darah-seperti-pasien-03-adakah-efek-sampingnya,"Sumbang Plasma Darah Seperti Pasien 03, Adakah Efek Sampingnya?",health,sumbang plasma darah pasien ada efek samping
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993322/ahli-sebut-puasa-efektif-lindungi-otak-dari-alzheimer-dan-parkison,Ahli Sebut Puasa Efektif Lindungi Otak dari Alzheimer dan Parkison,health,ahli puasa efektif lindung otak alzheimer parkison
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993243/takut-dehidrasi-saat-puasa-ini-tips-untuk-mencegahnya,Takut Dehidrasi Saat Puasa? Ini Tips untuk Mencegahnya,health,takut dehidrasi puasa tips cegah
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993236/cerita-apoteker-wara-wiri-antar-obat-pakai-grabwheels-di-rs-wisma-atlet,Cerita Apoteker Wara-wiri Antar Obat Pakai GrabWheels di RS Wisma Atlet,health,cerita apoteker wara wiri obat pakai grabwheels wisma atlet
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993227/terus-meningkat-ini-perbandingan-kasus-sembuh-corona-selama-1-minggu-terakhir,"Terus Meningkat, Ini Perbandingan Kasus Sembuh Corona Selama 1 Minggu Terakhir",health,tingkat banding sembuh corona minggu
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993167/765-pasien-corona-meninggal-paling-banyak-disertai-penyakit-ini,"765 Pasien Corona Meninggal, Paling Banyak Disertai Penyakit Ini",health,pasien corona tinggal serta sakit
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993154/sebaran-pasien-virus-corona-di-indonesia-1151-sembuh-765-meninggal,"Sebaran Pasien Virus Corona di Indonesia, 1.151 Sembuh 765 Meninggal",health,sebar pasien virus corona indonesia sembuh tinggal
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993152/765-meninggal-dari-9096-kasus-tingkat-kematian-corona-ri-841-persen,"765 Meninggal dari 9.096 Kasus, Tingkat Kematian Corona RI 8,41 Persen",health,tinggal tingkat mati corona persen
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993134/sebaran-214-kasus-baru-positif-virus-corona-di-indonesia-27-april,Sebaran 214 Kasus Baru Positif Virus Corona di Indonesia 27 April,health,sebar positif virus corona indonesia april
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993132/75-ribu-lebih-spesimen-corona-diperiksa-total-210199-odp-dan-19987-pdp,"75 Ribu Lebih Spesimen Corona Diperiksa, Total 210.199 ODP dan 19.987 PDP",health,ribu spesimen corona periksa total odp pdp
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992430/menu-sehat-yang-dianjurkan-saat-buka-dan-sahur-bagi-penderita-maag,Menu Sehat yang Dianjurkan Saat Buka dan Sahur bagi Penderita Maag,health,menu sehat anjur buka sahur derita maag
04/27/2020,https://health.detik.com/berita-detikhealth/d-4993067/update-corona-di-indonesia-27-april-9096-positif-1151-sembuh-765-meninggal,"Update Corona di Indonesia 27 April: 9.096 Positif, 1.151 Sembuh, 765 Meninggal",health,update corona indonesia april positif sembuh tinggal
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992954/kriteria-pasien-virus-corona-yang-bisa-donorkan-plasma-darah,Kriteria Pasien Virus Corona yang Bisa Donorkan Plasma Darah,health,kriteria pasien virus corona donor plasma darah
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992947/diisukan-meninggal-begini-kondisi-relawan-uji-klinis-vaksin-corona-di-inggris,"Diisukan Meninggal, Begini Kondisi Relawan Uji Klinis Vaksin Corona di Inggris",health,isu tinggal kondisi rawan uji klinis vaksin corona inggris
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992911/trump-sebut-saran-suntik-disinfektan-hanya-sarkas,Trump Sebut Saran Suntik Disinfektan Hanya 'Sarkas',health,trump saran suntik disinfektan sarkas
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992855/penampakan-bilik-swab-rsa-ugm-alternatif-menghemat-apd,"Penampakan Bilik Swab RSA UGM, Alternatif Menghemat APD",health,tampak bilik swab rsa ugm alternatif hemat apd
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992825/donor-plasma-darah-seperti-pasien-03-ratri-anindya-ini-syaratnya,"Donor Plasma Darah Seperti Pasien 03 Ratri Anindya, Ini Syaratnya",health,donor plasma darah pasien ratri anindya syarat
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992796/jangan-loyo-ini-3-tips-tetap-sehat-dan-bugar-selama-puasa,Jangan Loyo! Ini 3 Tips Tetap Sehat dan Bugar Selama Puasa,health,loyo tips sehat bugar puasa
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992775/viral-dokter-meninggal-usai-tunda-nikah-demi-tangani-pasien-corona,Viral Dokter Meninggal Usai Tunda Nikah Demi Tangani Pasien Corona,health,viral dokter tinggal tunda nikah tangan pasien corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992755/gumpalan-darah-misterius-pada-pasien-corona-membuat-dokter-khawatir,Gumpalan Darah Misterius pada Pasien Corona Membuat Dokter Khawatir,health,gumpal darah misterius pasien corona dokter khawatir
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992682/cerita-ratri-anindya-pasien-03-corona-sembuh-yang-sumbangkan-plasma-darahnya,"Cerita Ratri Anindya, Pasien 03 Corona Sembuh yang Sumbangkan Plasma Darahnya",health,cerita ratri anindya pasien corona sembuh sumbang plasma darah
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992657/9404-faskes-tingkat-pertama-terapkan-sistem-antrean-online,9.404 Faskes Tingkat Pertama Terapkan Sistem Antrean Online,health,faskes tingkat terap sistem antre online
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992654/kim-jong-un-dikabarkan-isolasi-diri-karena-pengawalnya-terinfeksi-corona,Kim Jong Un Dikabarkan Isolasi Diri karena Pengawalnya Terinfeksi Corona,health,kim jong kabar isolasi awal infeksi corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992606/new-york-lakukan-uji-klinis-obat-maag-untuk-tangani-pasien-corona,New York Lakukan Uji Klinis Obat Maag untuk Tangani Pasien Corona,health,new york laku uji klinis obat maag tangan pasien corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992581/cerita-viral-pasien-corona-di-as-yang-harus-bayar-biaya-rs-rp-500-juta,Cerita Viral Pasien Corona di AS yang Harus Bayar Biaya RS Rp 500 Juta,health,cerita viral pasien corona bayar biaya juta
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992575/banyak-pikiran-gegara-corona-konsultasi-psikologi-bisa-dilakukan-online,Banyak Pikiran Gegara Corona? Konsultasi Psikologi Bisa Dilakukan Online,health,pikir gegara corona konsultasi psikologi online
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992573/2-anak-cileungsi-diduga-kena-corona-dari-baju-ayah-ini-cara-mencuci-yang-benar,"2 Anak Cileungsi Diduga Kena Corona dari Baju Ayah, Ini Cara Mencuci yang Benar",health,anak cileungsi duga kena corona baju ayah cuci
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992499/waspada-bayi-lebih-rentan-terpapar-virus-saat-pandemi,Waspada! Bayi Lebih Rentan Terpapar Virus Saat Pandemi,health,waspada bayi rentan papar virus pandemi
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992552/ilmuwan-skotlandia-sebut-pasien-corona-usianya-terpangkas-hingga-13-tahun,Ilmuwan Skotlandia Sebut Pasien Corona Usianya Terpangkas hingga 13 Tahun,health,ilmuwan skotlandia pasien corona usia pangkas
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992520/komisioner-kpai-dicopot-ini-3-alasan-tak-mungkin-hamil-di-kolam-renang,"Komisioner KPAI Dicopot, Ini 3 Alasan Tak Mungkin Hamil di Kolam Renang",health,komisioner kpai copot alas hamil kolam renang
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992493/sering-batuk-saat-malam-hari-waspada-gejala-berbahaya-ini,Sering Batuk Saat Malam Hari? Waspada Gejala Berbahaya Ini,health,batuk malam waspada gejala bahaya
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992486/ini-3-sel-tubuh-manusia-yang-paling-rentan-terinfeksi-virus-corona,Ini 3 Sel Tubuh Manusia yang Paling Rentan Terinfeksi Virus Corona,health,sel tubuh manusia rentan infeksi virus corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992394/kenali-manfaat-puasa-bagi-kesehatan-jantung,Kenali Manfaat Puasa Bagi Kesehatan Jantung,health,kenal manfaat puasa sehat jantung
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992463/ada-kode-n95-pada-masker-tenaga-medis-apa-sih-artinya,"Ada Kode N95 pada Masker Tenaga Medis, Apa Sih Artinya?",health,kode masker tenaga medis sih
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992408/wuhan-kota-pertama-kali-virus-mewabah-kini-diklaim-bebas-corona,"Wuhan, Kota Pertama Kali Virus Mewabah Kini Diklaim Bebas Corona",health,wuhan kota kali virus wabah klaim bebas corona
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992385/dirumorkan-meninggal-saat-operasi-jantung-kim-jong-un-sehat-sehat-saja,"Dirumorkan Meninggal Saat Operasi Jantung, Kim Jong Un Sehat-sehat Saja?",health,rumor tinggal operasi jantung kim jong sehat sehat
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992361/jakarta-mendung-pagi-ini-jam-berapa-waktu-terbaik-untuk-berjemur,"Jakarta Mendung Pagi Ini, Jam Berapa Waktu Terbaik untuk Berjemur?",health,jakarta mendung pagi jam baik jemur
04/27/2020,https://health.detik.com/berita-detikhealth/d-4992348/2-anak-cileungsi-diduga-tertular-dari-baju-ayah-berapa-lama-corona-bertahan,"2 Anak Cileungsi Diduga Tertular dari Baju Ayah, Berapa Lama Corona Bertahan?",health,anak cileungsi duga tular baju ayah corona tahan
